attempt_id,model_family,stage,artifact_kind,source_path,git_blob,archive_path,declared_model,parameter_count,record_count,first_seen_commit,first_seen_date,history_refs
C-development:065514bf0fb7:models/C/params.europeseas.json,C-development,committed-parameter-set,model-parameters,models/C/params.europeseas.json,065514bf0fb7f41d96a0f02f5ff116c5d71c4337,model/other-models/commit-artifacts/by-path/models/C/params.europeseas.065514bf0fb7f41d96a0f02f5ff116c5d71c4337.json,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target),15,13,d2912cdd633baf26c20abb31e343b861dd93f17b,2026-06-11T03:24:19-04:00,main;coupled-refit-gfed5;modelD-paper-params
C-development:1136f00f6942:models/C/params.europeseas.k1.json,C-development,optimizer-checkpoint,model-parameters,models/C/params.europeseas.k1.json,1136f00f69429e394daf17ed3f5f3056fed89a38,model/other-models/commit-artifacts/by-path/models/C/params.europeseas.k1.1136f00f69429e394daf17ed3f5f3056fed89a38.json,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target),15,17,d2912cdd633baf26c20abb31e343b861dd93f17b,2026-06-11T03:24:19-04:00,main;coupled-refit-gfed5;modelD-paper-params
C-development:db1b0a610a42:models/C/params.europeseas.k2.json,C-development,optimizer-checkpoint,model-parameters,models/C/params.europeseas.k2.json,db1b0a610a42bbd29fe69c8efbbebf09661dcbe6,model/other-models/commit-artifacts/by-path/models/C/params.europeseas.k2.db1b0a610a42bbd29fe69c8efbbebf09661dcbe6.json,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target),15,17,d2912cdd633baf26c20abb31e343b861dd93f17b,2026-06-11T03:24:19-04:00,main;coupled-refit-gfed5;modelD-paper-params
C-development:c6d34012e52b:models/C/params.europeseas.k3.json,C-development,optimizer-checkpoint,model-parameters,models/C/params.europeseas.k3.json,c6d34012e52bd18b9cd08e7ef99498b3008ad317,model/other-models/commit-artifacts/by-path/models/C/params.europeseas.k3.c6d34012e52bd18b9cd08e7ef99498b3008ad317.json,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target),15,17,d2912cdd633baf26c20abb31e343b861dd93f17b,2026-06-11T03:24:19-04:00,main;coupled-refit-gfed5;modelD-paper-params
C-development:3022980f4a34:models/C/params.europeseas.k4.json,C-development,optimizer-checkpoint,model-parameters,models/C/params.europeseas.k4.json,3022980f4a34d49858ec2f529fe958be282a7a8d,model/other-models/commit-artifacts/by-path/models/C/params.europeseas.k4.3022980f4a34d49858ec2f529fe958be282a7a8d.json,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target),15,17,d2912cdd633baf26c20abb31e343b861dd93f17b,2026-06-11T03:24:19-04:00,main;coupled-refit-gfed5;modelD-paper-params
C-development:a719d0e68335:models/C/params.europeseas.k5.json,C-development,optimizer-checkpoint,model-parameters,models/C/params.europeseas.k5.json,a719d0e68335c7e2714d5e7a25e51d4ea632bd40,model/other-models/commit-artifacts/by-path/models/C/params.europeseas.k5.a719d0e68335c7e2714d5e7a25e51d4ea632bd40.json,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target),15,17,d2912cdd633baf26c20abb31e343b861dd93f17b,2026-06-11T03:24:19-04:00,main;coupled-refit-gfed5;modelD-paper-params
C-development:0160b69b0ac9:models/C/params.europeseas.k6.json,C-development,optimizer-checkpoint,model-parameters,models/C/params.europeseas.k6.json,0160b69b0ac99b882842d1ea5d5a0e1cb3351030,model/other-models/commit-artifacts/by-path/models/C/params.europeseas.k6.0160b69b0ac99b882842d1ea5d5a0e1cb3351030.json,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target),15,17,d2912cdd633baf26c20abb31e343b861dd93f17b,2026-06-11T03:24:19-04:00,main;coupled-refit-gfed5;modelD-paper-params
C-development:28f1fb6990bf:models/C/params.json,C-development,committed-parameter-set,model-parameters,models/C/params.json,28f1fb6990bff3963878adc42d072e5da3e4c406,model/other-models/commit-artifacts/by-path/models/C/params.28f1fb6990bff3963878adc42d072e5da3e4c406.json,Model C v2,10,8,c2fba5a32953fc567d760e87e551a004820d963f,2026-04-21T15:19:24-04:00,main;coupled-refit-gfed5;modelD-paper-params
C-development:5845c421bc98:models/C/params.json,C-development,committed-parameter-set,model-parameters,models/C/params.json,5845c421bc989ecdb9d8ba6355f01bb7ad7cb8d6,model/other-models/commit-artifacts/by-path/models/C/params.5845c421bc989ecdb9d8ba6355f01bb7ad7cb8d6.json,Model C (Shapley-reduced from v8),12,8,bffdba5716aaf702d1eeffdb40a2480f34561799,2026-04-22T00:22:18-04:00,main;coupled-refit-gfed5;modelD-paper-params
C-development:7d1aa6f7f5ef:models/C/params.json,C-development,committed-parameter-set,model-parameters,models/C/params.json,7d1aa6f7f5ef13e1022f1eb2d1145f64b35d6929,model/other-models/commit-artifacts/by-path/models/C/params.7d1aa6f7f5ef13e1022f1eb2d1145f64b35d6929.json,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target),14,17,7eee8b1cea3d8f317b80c7f62c5d76842702470f,2026-06-08T17:25:24-04:00,main;coupled-refit-gfed5;modelD-paper-params
