path,sha256,bytes,parameter_count,declared_model
model/parameters/coupled-gfed5/params.seasonal.k6.json,40e0ee1b1f33e9ea33421bd4802e7b86dea0282362b5e393204ed70e53955697,1738,14,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.spatial.json,e2723f303fc83db501a2e138e8e348b637525c030be49ffc5439007b4f3f4b7f,1663,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.spatial.k1.json,6694b219cdb7756effff4c20117c361a0cd5d55888eeee818ce46200ececf4d9,1779,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.spatial.k2.json,ff6a15d42a92dd6fa2ab9266b56416868367be8af60268dc266b2f94ac6b480f,1779,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.spatial.k3.json,69636780c2cee3fb93b62b5aec523ebbbfe3374b9d72e127f12a2b24434b0386,1776,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.spatial.k4.json,2fe23d9404d8ad65861140a5319a01de541785405356bd31f9592c6d2d8f022c,1780,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.spatial.k5.json,a1d0050b4ff883347308bf83e3bcda8dfecce1a370e6adac7ceb191b09767f7e,1779,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.spatial.k6.json,e1491511867cec6db829c966742d57a834f5b846f5046b188fb391fd0862a4bb,1777,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.tropfix.json,851ab625fb3b5e691368077e6cba3766535f328dfe2a5b7b706db7e8ac3fa52b,1592,14,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.tropfix2.json,6463b0d420ce6cdfed16e46fb808b5de018e4056bea662a06f970fa3efcfbcdc,1600,14,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.tropfix2.k1.json,ccebb9a04ddc6160ffdc355d019ebdc46129b78470d8fab6abc6b6aa8fffc47c,1716,14,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.tropfix2.k2.json,e2de9e5ef16f9a1d4b7cea1b2eafb7f1abe053c9bdad2309d79bcaae1ecc1486,1714,14,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.tropfix2.k3.json,691eca00baefe8d642c78734e3a5665eb964818b80ef90afa22c8b3573a7b023,1716,14,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.tropfix2.k4.json,479c63b919141e127eef2810028137fa8d11681a59570f574012985637541de1,1716,14,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.tropfix2.k5.json,5495c5c3433222919ca582601a2f50f13885f75e6e2142495b6817fa9ab03691,1720,14,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.tropfix2.k6.json,b5dcc2b2863aebdc4eb1f91765438eb5ce06c5b2e79be3ff91a994b72583e00c,1717,14,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.tropfix2.k7.json,7247961452606dcafdf016fae8fc0019717d4c73b65efc38870f90ce626a0459,1717,14,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.tropfix2.k8.json,13972ec88cf45b63e70092520927bbaeb25900a85d973dcf1a3cea2cae553329,1717,14,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/refit_lei_full_summary.json,d79dedb5637c63d7ac008ed8814f51ac5ef5eb0fee4cf52459af041218a89bf7,937,,
model/parameters/coupled-gfed5/refit_lei_magaware-annual_summary.json,cd8ddcbe7913cc00fe391ce1add2a620a33586a644daddcc4c9ba30faa6b8740,990,,
model/parameters/coupled-gfed5/refit_lei_magaware-monthly_summary.json,4ee39581f1249214db9cb9a42df8cf45a53259197fb9db12bdb51751dff148f8,1020,,
model/parameters/coupled-gfed5/refit_lei_summary.json,37f162c3a3d6e8a49fa26271b122bde140a40ce9ee7efb9192d820740310f3ba,642,,
model/parameters/coupled-gfed5/topk.G_Africa.json,0cbd08e0f4c94699c6b18925c0ab7ebf4f3ab57170c46106c2539a22fdd06275,1862,,
model/parameters/coupled-gfed5/topk.G_Australia.json,c433d71271566e3ee6a3db49aaeb35393906db852d450ff716e6492e693f5ef8,1903,,
model/parameters/coupled-gfed5/topk.G_Boreal.json,f56dbb3fb7821475076cd3c6bf99cd791f8981787398809cb33079f7aee1988b,1860,,
model/parameters/coupled-gfed5/topk.G_Europe.json,9c671b1e09b602b911b8ebfaf367de2719bc09eb15a5dcc46e0fbd829dca30dc,1860,,
model/parameters/coupled-gfed5/topk.G_NAmerica.json,a11c0ffce4a65d7f20e94f6be624911bc548d1f5ee7d5de16aba8c9fa1d28efe,1512,,
model/parameters/coupled-gfed5/topk.G_SAmerica.json,342cfb0c7af322c1cc8ced3ae08d1ff3f5bec2483a37b29cccba9533db6ae428,1512,,
model/parameters/coupled-gfed5/topk.G_SEAsia.json,12252cf095d7cf33e1fadde2f0802e43857aba388425fd9e9a6f9568796ea325,1118,,
model/parameters/coupled-gfed5/topk.Gtrop_Africa.json,fc8bb98e621980695d7dc487f02a81b5e7b6b966f256d287959034eb8c0cbcce,1920,,
model/parameters/coupled-gfed5/topk.Gtrop_Australia.json,a18ab9561831311b543cbe2f55b6ccf93ed680aa8eeb96fdb8749b369c5d0c0b,1966,,
model/parameters/coupled-gfed5/topk.Gtrop_Boreal.json,22c059d5b92c2da2c47c025502a16deb12d4a9eb8cb3901be5cb74cc95bcf18f,1920,,
model/parameters/coupled-gfed5/topk.Gtrop_Europe.json,e928d5d7b2f1d978df40636ecc1f58040c82907ba5df2cdca574ec0955165fe4,1537,,
model/parameters/coupled-gfed5/topk.Gtrop_NAmerica.json,051b509c0050a4b9b9cd948c412abfe5f2aa099f62c48726d4e86107122b4f88,1952,,
model/parameters/coupled-gfed5/topk.Gtrop_SAmerica.json,1b4632614b082c44e9fecf6505df56366aa20aacd35501024b4e51471858b658,1951,,
model/parameters/coupled-gfed5/topk.Gtrop_SEAsia.json,3426e2058168c957ce0ba2e8cad6747fff395176d31ad5254f529b8669a6034a,1922,,
model/parameters/coupled-gfed5/topk.H.json,764762a3e3250b0712f68224725423fc3a5b7d69e2e3b5e0cafbeb57b3ae52dc,1756,,
model/parameters/coupled-gfed5/topk.africa.json,2cb8d999864da647ca12a8bc1cf1ae72ec8f7c719020098def1f0a8ab645b835,1408,,
model/parameters/coupled-gfed5/topk.africafuel.json,d6d2b190c945974015260ad7da2899c3ff99c0c191ba3e491a43c469ca604ee1,2171,,
model/parameters/coupled-gfed5/topk.africaseas.json,971e2658ce09d617c1d3e69307b447d0eb81440bd95923afb8350756987182b5,2160,,
model/parameters/coupled-gfed5/topk.africaseas2.json,1bbe75713ee37e2eda4530e50fbf80e769d8e8ac6addb8a8ed5a211b70069fe5,2346,,
model/parameters/coupled-gfed5/topk.australia.json,35a294cbdafc7ceb439cd9bc25a93a1b46337c050e5020bb923b354e196b71cb,2161,,
model/parameters/coupled-gfed5/topk.boreal.json,aa72c7d37f63775374a867cedea47e0a3e395ba40e5bf5b08f6c917cae0e9ecb,1757,,
model/parameters/coupled-gfed5/topk.borealseas.json,825c5a2929e021daf2d337daedad12d26dac87166b161bfec73fa77a031f09af,1089,,
model/parameters/coupled-gfed5/topk.coupledE.json,3f662cb6c3c7456a82267b01f3473f0d45fddfb571fdca900a64c00555bfbc97,2288,,
model/parameters/coupled-gfed5/topk.coupledE_fx.json,5f204de9f36840bb4a353295c0c7ecc5ec7dbda56982cc369e89642ec89c33e6,2336,,
model/parameters/coupled-gfed5/topk.coupledFW.json,befabf3ae98ea5a3517ac37d9b8d1d118e3d084d82794fb21a064d55799d7215,1872,,
model/parameters/coupled-gfed5/topk.europe.json,c37d2bf69219a6e4f4545ee8793dd160437f17592450c23e4aaad305ac827f38,2105,,
model/parameters/coupled-gfed5/topk.europeseas.json,87cdb7c2e7d2f063c6ac93015911699f72049f9dd84f5be1460fbe71259dcd70,2176,,
model/parameters/coupled-gfed5/topk.namerica.json,1ee14cf835718b61bca3c94fd71a0f9db7f2ec3fb9646a04bf3ff2617a8b7e4e,2140,,
model/parameters/coupled-gfed5/topk.paperD.json,ada7164279cd13866bbef2ac270a3bffb64cb762e19bee347f05a0b02c3517c1,2994,,
model/parameters/coupled-gfed5/topk.samerica.json,e3474956df889b8825a2c53680eeaf898d4a6c9c0d30a3e30ca47307f56c0118,1071,,
model/parameters/coupled-gfed5/topk.samericaseas.json,a01d9498250708156539526db2bf3e4d841c6ea8f9accac1aa015aaee0b48a95,2215,,
model/parameters/coupled-gfed5/topk.samericaseas2.json,85bf3714e20b821285eb0e6908568e885b28d4f040b599ce49acbb66e8164fb9,2401,,
model/parameters/coupled-gfed5/topk.seasia.json,c24a88e44f2dc394a2dd333fb486b078bb282d54904a62bfce7df946990f97cd,2109,,
model/parameters/coupled-gfed5/topk.seasiaseas.json,97ed9c65384cb940e3e3e013f253465cd8192991c1d076790e2e1fa3f6155dac,727,,
model/parameters/coupled-gfed5/topk.seasonal.json,52d3b682ba473a537fb7caf2a2d775acc6b7d85e8e6334c6ceb3670237ff09f8,1508,,
model/parameters/coupled-gfed5/topk.spatial.json,558ad0fa5fbb606cfc501c86af207ee7a3d22302b6c8c160416d856b825ad799,2128,,
model/parameters/coupled-gfed5/topk.tropfix2.json,cf7e0ff2bb7d71e03b3a4eba37d8a8ceffe58552260c0f3d061312ccebb2802d,2010,,
